label,text
ham,Başarı Bursu bursu başvuruları 07/09/2024 tarihinde başlayacaktır.
spam,"Tebrikler! Tablet kazandınız, hemen tıklayın!"
ham,BAUN Bilgisayar Mühendisliği semineri 5/24/2024 tarihinde Merkez Kampüs gerçekleşecektir.
spam,Ulaşım hizmetinde büyük indirim! Kaçırmayın!
ham,BAUN Makine Mühendisliği semineri 9/26/2024 tarihinde A Blok gerçekleşecektir.
ham,Eğitim bölümü workshop tarihi 6/11/2024 olarak güncellenmiştir.
ham,BAUN İşletme semineri 11/8/2024 tarihinde Merkez Kampüs gerçekleşecektir.
spam,BAUN öğrencilerine özel Telefon kampanyası! %90 indirim!
spam,Öğrenci kredisi borcunuz siliniyor! Hemen başvurun!
ham,"Değerli öğrenciler, Kimya dersi ödevini teslim aldım, teşekkürler."
spam,DİKKAT! 9000 TL ödülünüzü almak için tıklayın!
spam,Günde 8000 TL kazanç! Öğrenciler için part-time iş!
ham,Mimarlık bölümü mezuniyet töreni tarihi 11/14/2024 olarak güncellenmiştir.
spam,BAUN öğrencilerine özel %10 indirim fırsatı!
spam,BAUN öğrencilerine özel %50 indirim fırsatı!
ham,BAUN Elektrik-Elektronik semineri 9/20/2024 tarihinde B Blok gerçekleşecektir.
ham,"Sayın Değerli öğrenciler, 01/01/2024 tarihli mezuniyet töreni hakkında bilgilendirme."
ham,10/28/2024 tarihli Bölüm Kurulu toplantısı B Blok yapılacaktır.
ham,BAUN Makine Mühendisliği semineri 4/22/2024 tarihinde A Blok gerçekleşecektir.
ham,İhtiyaç Bursu bursu başvuruları 07/01/2024 tarihinde başlayacaktır.
spam,Öğrenci kredisi borcunuz siliniyor! Hemen başvurun!
spam,Sınavsız Yüksek Lisans fırsatı! Hemen başvurun!
ham,Tıp Fakültesi 05/05/2024 tarihli ders programı güncellenmiştir.
ham,"Değerli öğrencilerimiz, Merkez Kampüs seminer ertelenmiştir."
spam,Sınavsız Diploma fırsatı! Hemen başvurun!
ham,BAUN Matematik semineri 11/13/2024 tarihinde Kongre Merkezi gerçekleşecektir.
spam,BAUN öğrencilerine özel Telefon kampanyası! %40 indirim!
ham,"Sevgili öğrenciler, Veri Yapıları dersi ödevini teslim aldım, teşekkürler."
ham,"Sayın Sevgili öğrenciler, 10/11/2024 tarihli workshop hakkında bilgilendirme."
spam,ÖNEMLİ: OBS hesabınız güncelleme gerekiyor!
spam,ACIL! Öğrenci Belgesi için son 48 saat!
ham,Sanat Bursu bursu başvuruları 3/13/2024 tarihinde başlayacaktır.
ham,"Değerli öğrencilerimiz, C Blok oryantasyon ertelenmiştir."
spam,"Tebrikler! Laptop kazandınız, hemen tıklayın!"
spam,DİKKAT! 4000 TL ödülünüzü almak için tıklayın!
spam,Sınavsız Yüksek Lisans fırsatı! Hemen başvurun!
ham,İhtiyaç Bursu bursu başvuruları 2/14/2024 tarihinde başlayacaktır.
spam,Öğrenci kredisi borcunuz siliniyor! Hemen başvurun!
spam,BAUN öğrencilerine özel Yazıcı kampanyası! %50 indirim!
ham,"Sayın Öğrencilerimiz, 9/21/2024 tarihli oryantasyon hakkında bilgilendirme."
spam,DİKKAT! 6000 TL ödülünüzü almak için tıklayın!
spam,Sınavsız Sertifika fırsatı! Hemen başvurun!
ham,Mimarlık bölümü konferans tarihi 11/15/2024 olarak güncellenmiştir.
ham,"Sayın Değerli öğrenciler, 10/17/2024 tarihli teknik gezi hakkında bilgilendirme."
ham,6/10/2024 tarihli Fakülte Kurulu toplantısı A Blok yapılacaktır.
ham,"Değerli öğrenciler, Algoritma dersi ödevini teslim aldım, teşekkürler."
spam,Günde 5000 TL kazanç! Öğrenciler için part-time iş!
ham,"Sayın Sayın öğrencilerimiz, 3/27/2024 tarihli mezuniyet töreni hakkında bilgilendirme."
ham,10/1/2024 tarihli Senato toplantısı B Blok yapılacaktır.
ham,04/07/2024 tarihli Bölüm Kurulu toplantısı B Blok yapılacaktır.
spam,DİKKAT! 1000 TL ödülünüzü almak için tıklayın!
spam,"Tebrikler! Laptop kazandınız, hemen tıklayın!"
spam,Ulaşım hizmetinde büyük indirim! Kaçırmayın!
ham,İİBF bölümü teknik gezi tarihi 12/26/2024 olarak güncellenmiştir.
spam,DİKKAT! 4000 TL ödülünüzü almak için tıklayın!
spam,BAUN öğrencilerine özel %60 indirim fırsatı!
spam,"Tebrikler! Laptop kazandınız, hemen tıklayın!"
ham,Mimarlık Fakültesi 01/07/2024 tarihli ders programı güncellenmiştir.
ham,03/03/2024 tarihli Senato toplantısı Merkez Kampüs yapılacaktır.
ham,"Sayın Öğrencilerimiz, 10/16/2024 tarihli workshop hakkında bilgilendirme."
ham,"Değerli öğrencilerimiz, C Blok workshop ertelenmiştir."
ham,06/05/2024 tarihli Öğrenci Temsilciliği toplantısı Merkez Kampüs yapılacaktır.
spam,Günde 9000 TL kazanç! Öğrenciler için part-time iş!
ham,Spor Bursu bursu başvuruları 10/11/2024 tarihinde başlayacaktır.
spam,Günde 3000 TL kazanç! Öğrenciler için part-time iş!
spam,ACIL! Kimlik için son 72 saat!
spam,ÖNEMLİ: E-posta hesabınız aktivasyon gerekiyor!
spam,Ulaşım hizmetinde büyük indirim! Kaçırmayın!
ham,Fen-Edebiyat bölümü workshop tarihi 05/06/2024 olarak güncellenmiştir.
spam,ÖNEMLİ: Öğrenci hesabınız yenileme gerekiyor!
spam,"Tebrikler! Laptop kazandınız, hemen tıklayın!"
ham,05/06/2024 tarihli Bölüm Kurulu toplantısı Merkez Kampüs yapılacaktır.
spam,Günde 8000 TL kazanç! Öğrenciler için part-time iş!
ham,2/13/2024 tarihli Ödev Sunumu sınavı C Blok yapılacaktır.
spam,Günde 1000 TL kazanç! Öğrenciler için part-time iş!
spam,BAUN öğrencilerine özel Yazıcı kampanyası! %80 indirim!
spam,DİKKAT! 2000 TL ödülünüzü almak için tıklayın!
spam,Sınavsız Sertifika fırsatı! Hemen başvurun!
spam,ÖNEMLİ: OBS hesabınız aktivasyon gerekiyor!
ham,"Sayın Sayın öğrencilerimiz, 2/28/2024 tarihli teknik gezi hakkında bilgilendirme."
spam,BAUN öğrencilerine özel %40 indirim fırsatı!
spam,ÖNEMLİ: Öğrenci hesabınız aktivasyon gerekiyor!
spam,Yemek hizmetinde büyük indirim! Kaçırmayın!
ham,Öğrenci kulübü workshop etkinliği 1/18/2024 tarihinde Merkez Kampüs gerçekleşecektir.
ham,İİBF Fakültesi 03/04/2024 tarihli ders programı güncellenmiştir.
ham,İhtiyaç Bursu bursu başvuruları 1/19/2024 tarihinde başlayacaktır.
spam,ACIL! Burs Belgesi için son 48 saat!
spam,Sınavsız Sertifika fırsatı! Hemen başvurun!
spam,BAUN öğrencilerine özel Tablet kampanyası! %20 indirim!
spam,"Tebrikler! Laptop kazandınız, hemen tıklayın!"
spam,"Tebrikler! Burs kazandınız, hemen tıklayın!"
spam,BAUN öğrencilerine özel Yazıcı kampanyası! %80 indirim!
ham,İİBF Fakültesi 3/25/2024 tarihli ders programı güncellenmiştir.
ham,BAUN Makine Mühendisliği semineri 5/13/2024 tarihinde Çağış Kampüsü gerçekleşecektir.
ham,Öğrenci kulübü teknik gezi etkinliği 6/22/2024 tarihinde Kongre Merkezi gerçekleşecektir.
ham,10/20/2024 tarihli Quiz sınavı B Blok yapılacaktır.
ham,BAUN Elektrik-Elektronik semineri 7/24/2024 tarihinde Merkez Kampüs gerçekleşecektir.
ham,BAUN Matematik semineri 9/25/2024 tarihinde Çağış Kampüsü gerçekleşecektir.
ham,Mimarlık bölümü mezuniyet töreni tarihi 3/22/2024 olarak güncellenmiştir.
ham,Öğrenci kulübü seminer etkinliği 6/14/2024 tarihinde Çağış Kampüsü gerçekleşecektir.
spam,Öğrenci kredisi borcunuz siliniyor! Hemen başvurun!
spam,DİKKAT! 4000 TL ödülünüzü almak için tıklayın!
ham,10/25/2024 tarihli Yönetim Kurulu toplantısı Kongre Merkezi yapılacaktır.
ham,İİBF bölümü konferans tarihi 11/3/2024 olarak güncellenmiştir.
ham,9/13/2024 tarihli Vize sınavı B Blok yapılacaktır.
ham,TÜBİTAK Bursu bursu başvuruları 03/04/2024 tarihinde başlayacaktır.
ham,"Değerli öğrenciler, Veri Yapıları dersi ödevini teslim aldım, teşekkürler."
ham,"Öğrencilerimiz, Algoritma dersi ödevini teslim aldım, teşekkürler."
ham,02/08/2024 tarihli Bölüm Kurulu toplantısı A Blok yapılacaktır.
ham,Mühendislik bölümü workshop tarihi 08/06/2024 olarak güncellenmiştir.
spam,BAUN öğrencilerine özel %40 indirim fırsatı!
spam,ÖNEMLİ: Kütüphane hesabınız aktivasyon gerekiyor!
ham,İİBF Fakültesi 3/20/2024 tarihli ders programı güncellenmiştir.
ham,Fen-Edebiyat bölümü mezuniyet töreni tarihi 2/25/2024 olarak güncellenmiştir.
spam,DİKKAT! 9000 TL ödülünüzü almak için tıklayın!
ham,Öğrenci kulübü oryantasyon etkinliği 10/27/2024 tarihinde C Blok gerçekleşecektir.
ham,Tıp bölümü mezuniyet töreni tarihi 04/04/2024 olarak güncellenmiştir.
spam,Sınavsız Yüksek Lisans fırsatı! Hemen başvurun!
ham,3/24/2024 tarihli Ödev Sunumu sınavı A Blok yapılacaktır.
spam,BAUN öğrencilerine özel %10 indirim fırsatı!
spam,Kırtasiye hizmetinde büyük indirim! Kaçırmayın!
spam,BAUN öğrencilerine özel %50 indirim fırsatı!
ham,12/21/2024 tarihli Öğrenci Temsilciliği toplantısı Kongre Merkezi yapılacaktır.
ham,"Değerli öğrencilerimiz, B Blok konferans ertelenmiştir."
ham,"Değerli öğrencilerimiz, Merkez Kampüs seminer ertelenmiştir."
spam,BAUN öğrencilerine özel Telefon kampanyası! %70 indirim!
spam,Yemek hizmetinde büyük indirim! Kaçırmayın!
spam,ACIL! Transkript için son 24 saat!
spam,"Tebrikler! Burs kazandınız, hemen tıklayın!"
ham,"Değerli öğrenciler, Matematik dersi ödevini teslim aldım, teşekkürler."
ham,Mimarlık Fakültesi 09/03/2024 tarihli ders programı güncellenmiştir.
spam,Öğrenci kredisi borcunuz siliniyor! Hemen başvurun!
ham,Mimarlık bölümü konferans tarihi 7/13/2024 olarak güncellenmiştir.
spam,Günde 5000 TL kazanç! Öğrenciler için part-time iş!
spam,ACIL! Diploma için son 48 saat!
ham,Öğrenci kulübü konferans etkinliği 1/20/2024 tarihinde Merkez Kampüs gerçekleşecektir.
ham,TÜBİTAK Bursu bursu başvuruları 01/09/2024 tarihinde başlayacaktır.
ham,11/13/2024 tarihli Bölüm Kurulu toplantısı Kongre Merkezi yapılacaktır.
ham,2/11/2024 tarihli Vize sınavı C Blok yapılacaktır.
ham,"Sayın Değerli öğrenciler, 12/23/2024 tarihli mezuniyet töreni hakkında bilgilendirme."
spam,Sınavsız Yüksek Lisans fırsatı! Hemen başvurun!
ham,Mühendislik bölümü mezuniyet töreni tarihi 1/26/2024 olarak güncellenmiştir.
ham,"Sayın Öğrencilerimiz, 8/14/2024 tarihli workshop hakkında bilgilendirme."
spam,ÖNEMLİ: E-posta hesabınız yenileme gerekiyor!
spam,DİKKAT! 5000 TL ödülünüzü almak için tıklayın!
ham,Öğrenci kulübü workshop etkinliği 6/12/2024 tarihinde C Blok gerçekleşecektir.
ham,"Değerli öğrencilerimiz, C Blok oryantasyon ertelenmiştir."
spam,BAUN öğrencilerine özel %50 indirim fırsatı!
spam,BAUN öğrencilerine özel %70 indirim fırsatı!
spam,Günde 4000 TL kazanç! Öğrenciler için part-time iş!
spam,BAUN öğrencilerine özel Bilgisayar kampanyası! %30 indirim!
spam,Yemek hizmetinde büyük indirim! Kaçırmayın!
ham,İİBF bölümü teknik gezi tarihi 12/13/2024 olarak güncellenmiştir.
ham,"Sayın Öğrencilerimiz, 05/08/2024 tarihli workshop hakkında bilgilendirme."
spam,BAUN öğrencilerine özel %90 indirim fırsatı!
ham,"Sayın Değerli öğrenciler, 11/18/2024 tarihli konferans hakkında bilgilendirme."
ham,"Değerli öğrencilerimiz, Kongre Merkezi konferans ertelenmiştir."
spam,Günde 8000 TL kazanç! Öğrenciler için part-time iş!
spam,Öğrenci kredisi borcunuz siliniyor! Hemen başvurun!
ham,"Sayın Sayın öğrencilerimiz, 9/11/2024 tarihli konferans hakkında bilgilendirme."
spam,Öğrenci kredisi borcunuz siliniyor! Hemen başvurun!
ham,Öğrenci kulübü workshop etkinliği 3/21/2024 tarihinde Kongre Merkezi gerçekleşecektir.
spam,BAUN öğrencilerine özel %60 indirim fırsatı!
spam,ÖNEMLİ: OBS hesabınız doğrulama gerekiyor!
ham,İhtiyaç Bursu bursu başvuruları 07/05/2024 tarihinde başlayacaktır.
spam,ACIL! Burs Belgesi için son 72 saat!
spam,BAUN öğrencilerine özel Bilgisayar kampanyası! %40 indirim!
spam,BAUN öğrencilerine özel %90 indirim fırsatı!
spam,ACIL! Diploma için son 48 saat!
ham,Öğrenci kulübü oryantasyon etkinliği 5/12/2024 tarihinde Çağış Kampüsü gerçekleşecektir.
spam,BAUN öğrencilerine özel Bilgisayar kampanyası! %50 indirim!
ham,Öğrenci kulübü teknik gezi etkinliği 5/25/2024 tarihinde Çağış Kampüsü gerçekleşecektir.
spam,Günde 3000 TL kazanç! Öğrenciler için part-time iş!
spam,"Tebrikler! Tablet kazandınız, hemen tıklayın!"
spam,Günde 3000 TL kazanç! Öğrenciler için part-time iş!
ham,BAUN İşletme semineri 12/16/2024 tarihinde A Blok gerçekleşecektir.
spam,Günde 4000 TL kazanç! Öğrenciler için part-time iş!
spam,ÖNEMLİ: Öğrenci hesabınız doğrulama gerekiyor!
spam,Günde 8000 TL kazanç! Öğrenciler için part-time iş!
spam,ACIL! Transkript için son 24 saat!
ham,Öğrenci kulübü konferans etkinliği 12/18/2024 tarihinde Çağış Kampüsü gerçekleşecektir.
spam,DİKKAT! 8000 TL ödülünüzü almak için tıklayın!
ham,9/22/2024 tarihli Final sınavı Merkez Kampüs yapılacaktır.
ham,Eğitim Fakültesi 1/24/2024 tarihli ders programı güncellenmiştir.
spam,BAUN öğrencilerine özel Bilgisayar kampanyası! %80 indirim!
spam,BAUN öğrencilerine özel %40 indirim fırsatı!
spam,DİKKAT! 9000 TL ödülünüzü almak için tıklayın!
ham,10/19/2024 tarihli Vize sınavı A Blok yapılacaktır.
ham,Eğitim bölümü teknik gezi tarihi 9/12/2024 olarak güncellenmiştir.
ham,05/04/2024 tarihli Final sınavı Kongre Merkezi yapılacaktır.
ham,"Değerli öğrencilerimiz, Çağış Kampüsü konferans ertelenmiştir."
ham,"Değerli öğrenciler, Matematik dersi ödevini teslim aldım, teşekkürler."
spam,BAUN öğrencilerine özel Telefon kampanyası! %80 indirim!
ham,"Sayın Sayın öğrencilerimiz, 02/07/2024 tarihli seminer hakkında bilgilendirme."
ham,Tıp bölümü seminer tarihi 08/07/2024 olarak güncellenmiştir.
ham,İİBF bölümü konferans tarihi 10/17/2024 olarak güncellenmiştir.
spam,ACIL! Transkript için son 48 saat!
ham,02/06/2024 tarihli Final sınavı C Blok yapılacaktır.
ham,Spor Bursu bursu başvuruları 11/11/2024 tarihinde başlayacaktır.
ham,"Sayın Sevgili öğrenciler, 11/25/2024 tarihli seminer hakkında bilgilendirme."
ham,Fen-Edebiyat Fakültesi 11/19/2024 tarihli ders programı güncellenmiştir.
spam,ÖNEMLİ: Kütüphane hesabınız güncelleme gerekiyor!
spam,Öğrenci kredisi borcunuz siliniyor! Hemen başvurun!
ham,Öğrenci kulübü mezuniyet töreni etkinliği 10/4/2024 tarihinde B Blok gerçekleşecektir.
ham,BAUN Elektrik-Elektronik semineri 1/26/2024 tarihinde Çağış Kampüsü gerçekleşecektir.
ham,10/15/2024 tarihli Ödev Sunumu sınavı Kongre Merkezi yapılacaktır.
ham,Eğitim bölümü seminer tarihi 10/15/2024 olarak güncellenmiştir.
spam,ACIL! Kimlik için son 48 saat!
ham,Mühendislik Fakültesi 08/05/2024 tarihli ders programı güncellenmiştir.
spam,BAUN öğrencilerine özel Bilgisayar kampanyası! %20 indirim!
spam,ÖNEMLİ: Kütüphane hesabınız yenileme gerekiyor!
ham,"Değerli öğrencilerimiz, B Blok konferans ertelenmiştir."
ham,TÜBİTAK Bursu bursu başvuruları 07/09/2024 tarihinde başlayacaktır.
spam,"Tebrikler! Laptop kazandınız, hemen tıklayın!"
spam,Günde 9000 TL kazanç! Öğrenciler için part-time iş!
spam,BAUN öğrencilerine özel Bilgisayar kampanyası! %80 indirim!
ham,Mimarlık Fakültesi 1/27/2024 tarihli ders programı güncellenmiştir.
ham,"Sayın Öğrencilerimiz, 03/01/2024 tarihli seminer hakkında bilgilendirme."
ham,"Değerli öğrenciler, Kimya dersi ödevini teslim aldım, teşekkürler."
ham,04/02/2024 tarihli Öğrenci Temsilciliği toplantısı B Blok yapılacaktır.
spam,DİKKAT! 3000 TL ödülünüzü almak için tıklayın!
spam,"Tebrikler! Tablet kazandınız, hemen tıklayın!"
spam,ACIL! Öğrenci Belgesi için son 72 saat!
ham,TÜBİTAK Bursu bursu başvuruları 5/23/2024 tarihinde başlayacaktır.
ham,BAUN Makine Mühendisliği semineri 01/05/2024 tarihinde Kongre Merkezi gerçekleşecektir.
ham,Başarı Bursu bursu başvuruları 10/21/2024 tarihinde başlayacaktır.
spam,DİKKAT! 8000 TL ödülünüzü almak için tıklayın!
ham,8/13/2024 tarihli Quiz sınavı B Blok yapılacaktır.
ham,Öğrenci kulübü oryantasyon etkinliği 01/07/2024 tarihinde Çağış Kampüsü gerçekleşecektir.
ham,Fen-Edebiyat Fakültesi 9/17/2024 tarihli ders programı güncellenmiştir.
spam,DİKKAT! 4000 TL ödülünüzü almak için tıklayın!
spam,ACIL! Burs Belgesi için son 24 saat!
spam,Sınavsız Doktora fırsatı! Hemen başvurun!
spam,BAUN öğrencilerine özel Telefon kampanyası! %60 indirim!
ham,"Sayın Sevgili öğrenciler, 4/14/2024 tarihli workshop hakkında bilgilendirme."
ham,TÜBİTAK Bursu bursu başvuruları 4/27/2024 tarihinde başlayacaktır.
spam,Günde 2000 TL kazanç! Öğrenciler için part-time iş!
ham,"Değerli öğrencilerimiz, Çağış Kampüsü teknik gezi ertelenmiştir."
spam,Yemek hizmetinde büyük indirim! Kaçırmayın!
ham,Sanat Bursu bursu başvuruları 1/20/2024 tarihinde başlayacaktır.
spam,DİKKAT! 7000 TL ödülünüzü almak için tıklayın!
spam,Sınavsız Sertifika fırsatı! Hemen başvurun!
ham,BAUN Bilgisayar Mühendisliği semineri 10/16/2024 tarihinde C Blok gerçekleşecektir.
spam,DİKKAT! 5000 TL ödülünüzü almak için tıklayın!
spam,Öğrenci kredisi borcunuz siliniyor! Hemen başvurun!
ham,Fen-Edebiyat Fakültesi 2/25/2024 tarihli ders programı güncellenmiştir.
ham,"Değerli öğrencilerimiz, Merkez Kampüs workshop ertelenmiştir."
spam,Sınavsız Diploma fırsatı! Hemen başvurun!
spam,Sınavsız Sertifika fırsatı! Hemen başvurun!
spam,BAUN öğrencilerine özel Yazıcı kampanyası! %60 indirim!
spam,Sınavsız Diploma fırsatı! Hemen başvurun!
ham,8/20/2024 tarihli Quiz sınavı C Blok yapılacaktır.
ham,10/8/2024 tarihli Vize sınavı B Blok yapılacaktır.
ham,Öğrenci kulübü mezuniyet töreni etkinliği 5/11/2024 tarihinde C Blok gerçekleşecektir.
ham,Öğrenci kulübü teknik gezi etkinliği 07/02/2024 tarihinde Çağış Kampüsü gerçekleşecektir.
spam,BAUN öğrencilerine özel Yazıcı kampanyası! %60 indirim!
ham,"Sayın öğrencilerimiz, Programlama dersi ödevini teslim aldım, teşekkürler."
spam,Ulaşım hizmetinde büyük indirim! Kaçırmayın!
spam,"Tebrikler! Burs kazandınız, hemen tıklayın!"
ham,"Sayın Değerli öğrenciler, 5/26/2024 tarihli konferans hakkında bilgilendirme."
ham,04/04/2024 tarihli Senato toplantısı B Blok yapılacaktır.
spam,BAUN öğrencilerine özel Telefon kampanyası! %50 indirim!
ham,1/22/2024 tarihli Bölüm Kurulu toplantısı Kongre Merkezi yapılacaktır.
spam,Günde 5000 TL kazanç! Öğrenciler için part-time iş!
spam,DİKKAT! 1000 TL ödülünüzü almak için tıklayın!
ham,"Değerli öğrencilerimiz, Merkez Kampüs konferans ertelenmiştir."
ham,Mühendislik Fakültesi 10/14/2024 tarihli ders programı güncellenmiştir.
ham,Spor Bursu bursu başvuruları 5/16/2024 tarihinde başlayacaktır.
ham,Öğrenci kulübü seminer etkinliği 02/02/2024 tarihinde Merkez Kampüs gerçekleşecektir.
ham,"Sayın Sevgili öğrenciler, 1/21/2024 tarihli workshop hakkında bilgilendirme."
ham,Mühendislik bölümü seminer tarihi 9/23/2024 olarak güncellenmiştir.
spam,Sınavsız Sertifika fırsatı! Hemen başvurun!
ham,"Değerli öğrencilerimiz, C Blok konferans ertelenmiştir."
spam,Günde 3000 TL kazanç! Öğrenciler için part-time iş!
ham,"Değerli öğrencilerimiz, B Blok teknik gezi ertelenmiştir."
spam,BAUN öğrencilerine özel %40 indirim fırsatı!
spam,ACIL! Transkript için son 72 saat!
ham,7/17/2024 tarihli Yönetim Kurulu toplantısı B Blok yapılacaktır.
ham,Eğitim Fakültesi 10/25/2024 tarihli ders programı güncellenmiştir.
ham,BAUN İşletme semineri 2/21/2024 tarihinde B Blok gerçekleşecektir.
spam,Ulaşım hizmetinde büyük indirim! Kaçırmayın!
ham,BAUN İşletme semineri 11/25/2024 tarihinde B Blok gerçekleşecektir.
spam,Sınavsız Doktora fırsatı! Hemen başvurun!
spam,Yemek hizmetinde büyük indirim! Kaçırmayın!
spam,"Tebrikler! Tablet kazandınız, hemen tıklayın!"
spam,Sınavsız Yüksek Lisans fırsatı! Hemen başvurun!
ham,5/19/2024 tarihli Ödev Sunumu sınavı B Blok yapılacaktır.
ham,BAUN İşletme semineri 01/09/2024 tarihinde A Blok gerçekleşecektir.
spam,Günde 5000 TL kazanç! Öğrenciler için part-time iş!
spam,BAUN öğrencilerine özel %30 indirim fırsatı!
ham,"Sayın Öğrencilerimiz, 8/19/2024 tarihli seminer hakkında bilgilendirme."
spam,"Tebrikler! Akıllı Telefon kazandınız, hemen tıklayın!"
spam,BAUN öğrencilerine özel Tablet kampanyası! %60 indirim!
spam,Sınavsız Diploma fırsatı! Hemen başvurun!
spam,BAUN öğrencilerine özel %20 indirim fırsatı!
ham,1/20/2024 tarihli Vize sınavı Kongre Merkezi yapılacaktır.
spam,BAUN öğrencilerine özel %10 indirim fırsatı!
spam,BAUN öğrencilerine özel Bilgisayar kampanyası! %40 indirim!
ham,"Değerli öğrencilerimiz, A Blok workshop ertelenmiştir."
spam,"Tebrikler! Laptop kazandınız, hemen tıklayın!"
spam,Sınavsız Doktora fırsatı! Hemen başvurun!
ham,Fen-Edebiyat bölümü seminer tarihi 09/05/2024 olarak güncellenmiştir.
spam,ACIL! Burs Belgesi için son 24 saat!
ham,8/13/2024 tarihli Senato toplantısı Çağış Kampüsü yapılacaktır.
ham,"Değerli öğrencilerimiz, C Blok oryantasyon ertelenmiştir."
spam,Günde 4000 TL kazanç! Öğrenciler için part-time iş!
ham,BAUN Bilgisayar Mühendisliği semineri 8/26/2024 tarihinde A Blok gerçekleşecektir.
spam,"Tebrikler! Laptop kazandınız, hemen tıklayın!"
ham,"Değerli öğrencilerimiz, Çağış Kampüsü mezuniyet töreni ertelenmiştir."
spam,ÖNEMLİ: Öğrenci hesabınız güncelleme gerekiyor!
spam,BAUN öğrencilerine özel Yazıcı kampanyası! %50 indirim!
ham,Mühendislik Fakültesi 1/13/2024 tarihli ders programı güncellenmiştir.
ham,4/22/2024 tarihli Yönetim Kurulu toplantısı Kongre Merkezi yapılacaktır.
spam,ÖNEMLİ: E-posta hesabınız güncelleme gerekiyor!
ham,5/21/2024 tarihli Quiz sınavı Çağış Kampüsü yapılacaktır.
ham,Öğrenci kulübü seminer etkinliği 01/09/2024 tarihinde Merkez Kampüs gerçekleşecektir.
ham,"Sayın Sayın öğrencilerimiz, 03/03/2024 tarihli mezuniyet töreni hakkında bilgilendirme."
spam,Günde 4000 TL kazanç! Öğrenciler için part-time iş!
ham,"Sayın Sayın öğrencilerimiz, 7/20/2024 tarihli mezuniyet töreni hakkında bilgilendirme."
spam,BAUN öğrencilerine özel Bilgisayar kampanyası! %10 indirim!
ham,BAUN Bilgisayar Mühendisliği semineri 5/14/2024 tarihinde A Blok gerçekleşecektir.
spam,ACIL! Diploma için son 72 saat!
ham,BAUN Matematik semineri 3/21/2024 tarihinde A Blok gerçekleşecektir.
spam,BAUN öğrencilerine özel Bilgisayar kampanyası! %70 indirim!
ham,İhtiyaç Bursu bursu başvuruları 11/6/2024 tarihinde başlayacaktır.
ham,"Sayın Değerli öğrenciler, 10/13/2024 tarihli workshop hakkında bilgilendirme."
spam,Sınavsız Yüksek Lisans fırsatı! Hemen başvurun!
spam,DİKKAT! 7000 TL ödülünüzü almak için tıklayın!
ham,11/12/2024 tarihli Senato toplantısı Çağış Kampüsü yapılacaktır.
spam,Günde 7000 TL kazanç! Öğrenciler için part-time iş!
spam,"Tebrikler! Burs kazandınız, hemen tıklayın!"
spam,Sınavsız Yüksek Lisans fırsatı! Hemen başvurun!
ham,Mühendislik Fakültesi 10/14/2024 tarihli ders programı güncellenmiştir.
spam,DİKKAT! 4000 TL ödülünüzü almak için tıklayın!
spam,Sınavsız Yüksek Lisans fırsatı! Hemen başvurun!
ham,"Sayın Sayın öğrencilerimiz, 7/23/2024 tarihli teknik gezi hakkında bilgilendirme."
ham,"Sayın öğrencilerimiz, Fizik dersi ödevini teslim aldım, teşekkürler."
ham,Öğrenci kulübü konferans etkinliği 12/17/2024 tarihinde C Blok gerçekleşecektir.
spam,Kırtasiye hizmetinde büyük indirim! Kaçırmayın!
spam,DİKKAT! 6000 TL ödülünüzü almak için tıklayın!
ham,İİBF bölümü seminer tarihi 05/04/2024 olarak güncellenmiştir.
spam,BAUN öğrencilerine özel %70 indirim fırsatı!
ham,"Sayın öğrencilerimiz, Fizik dersi ödevini teslim aldım, teşekkürler."
spam,Öğrenci kredisi borcunuz siliniyor! Hemen başvurun!
ham,8/25/2024 tarihli Final sınavı Merkez Kampüs yapılacaktır.
spam,Kırtasiye hizmetinde büyük indirim! Kaçırmayın!
ham,Tıp Fakültesi 5/16/2024 tarihli ders programı güncellenmiştir.
ham,BAUN Makine Mühendisliği semineri 7/10/2024 tarihinde B Blok gerçekleşecektir.
spam,BAUN öğrencilerine özel Bilgisayar kampanyası! %70 indirim!
spam,Günde 4000 TL kazanç! Öğrenciler için part-time iş!
ham,Başarı Bursu bursu başvuruları 3/17/2024 tarihinde başlayacaktır.
ham,Tıp bölümü oryantasyon tarihi 11/16/2024 olarak güncellenmiştir.
ham,Fen-Edebiyat Fakültesi 03/09/2024 tarihli ders programı güncellenmiştir.
ham,Öğrenci kulübü teknik gezi etkinliği 5/17/2024 tarihinde Çağış Kampüsü gerçekleşecektir.
spam,ÖNEMLİ: OBS hesabınız doğrulama gerekiyor!
ham,BAUN Matematik semineri 6/25/2024 tarihinde Merkez Kampüs gerçekleşecektir.
spam,ÖNEMLİ: OBS hesabınız yenileme gerekiyor!
spam,DİKKAT! 4000 TL ödülünüzü almak için tıklayın!
spam,"Tebrikler! Akıllı Telefon kazandınız, hemen tıklayın!"
ham,"Değerli öğrencilerimiz, C Blok mezuniyet töreni ertelenmiştir."
ham,"Sevgili öğrenciler, Kimya dersi ödevini teslim aldım, teşekkürler."
ham,01/05/2024 tarihli Senato toplantısı B Blok yapılacaktır.
ham,"Değerli öğrencilerimiz, A Blok seminer ertelenmiştir."
spam,"Tebrikler! Laptop kazandınız, hemen tıklayın!"
ham,"Değerli öğrencilerimiz, Kongre Merkezi oryantasyon ertelenmiştir."
